year,industry1,industry2,occupation1,resignation_rate
2023,manufacturing,transport equipment,"clerical, sales and services workers",1.2
2023,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.2
2023,manufacturing,other manufacturing industries,total,1.3
2023,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.1
2023,manufacturing,other manufacturing industries,"clerical, sales and services workers",1.3
2023,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.4
2023,construction,construction,total,1.3
2023,construction,construction,"professional, managers, executive and technicians",1.2
2023,construction,construction,"clerical, sales and services workers",1.2
2023,construction,construction,"production and transport operators, cleaners and labourers",1.3
2023,services,wholesale and retail trade,total,1.4
2023,services,wholesale and retail trade,"professional, managers, executive and technicians",0.9
2023,services,wholesale and retail trade,"clerical, sales and services workers",2.3
2023,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.5
2023,services,transportation and storage,total,1.3
2023,services,transportation and storage,"professional, managers, executive and technicians",1.1
2023,services,transportation and storage,"clerical, sales and services workers",1.3
2023,services,transportation and storage,"production and transport operators, cleaners and labourers",1.5
2023,services,accommodation and food services,total,2.6
2023,services,accommodation and food services,"professional, managers, executive and technicians",1.8
2023,services,accommodation and food services,"clerical, sales and services workers",3
2023,services,accommodation and food services,"production and transport operators, cleaners and labourers",2.1
2023,services,information and communications,total,1.5
2023,services,information and communications,"professional, managers, executive and technicians",1.5
2023,services,information and communications,"clerical, sales and services workers",1.8
2023,services,information and communications,"production and transport operators, cleaners and labourers",2
2023,services,financial and insurance services,total,1.1
2023,services,financial and insurance services,"professional, managers, executive and technicians",1
2023,services,financial and insurance services,"clerical, sales and services workers",1.4
2023,services,financial and insurance services,"production and transport operators, cleaners and labourers",2
2023,services,real estate services,total,1.5
2023,services,real estate services,"professional, managers, executive and technicians",1.2
2023,services,real estate services,"clerical, sales and services workers",1.6
2023,services,real estate services,"production and transport operators, cleaners and labourers",2.4
